outcome,aigc_probability,original_path,review_symlink
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c52d41c3b79dbe96df09856a84eba222.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006319_score-0.9736_c52d41c3b79dbe96df09856a84eba222.jpg
FN,0.97265625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c55f1bc2ebe0ca05c109542d5f214ac1.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006320_score-0.9727_c55f1bc2ebe0ca05c109542d5f214ac1.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c597b89446e72a8db1236c5e656ec381.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006322_score-0.9736_c597b89446e72a8db1236c5e656ec381.jpg
FN,0.97216797,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c5a85647238733eb728c9543b959a49e.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006323_score-0.9722_c5a85647238733eb728c9543b959a49e.jpg
FN,0.96923828,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c5c3b6872f82eb13d3046f1d0066278b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006324_score-0.9692_c5c3b6872f82eb13d3046f1d0066278b.jpg
FN,0.96337891,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c5f48b8bd8ae6548a758a4ccfb95eedc.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006326_score-0.9634_c5f48b8bd8ae6548a758a4ccfb95eedc.jpg
FN,0.95361328,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c62d2c5c0bf085adf384ab99934baa70.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006327_score-0.9536_c62d2c5c0bf085adf384ab99934baa70.jpg
FN,0.97265625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c68c525b756cb5d5c1bb5c31e444667c.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006329_score-0.9727_c68c525b756cb5d5c1bb5c31e444667c.jpg
FN,0.96826172,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c6b92d748de3c380ddf4216d536cc34e.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006330_score-0.9683_c6b92d748de3c380ddf4216d536cc34e.jpg
FN,0.97216797,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c6baaa2fb0f5d46024bd5b3886a9936f.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006331_score-0.9722_c6baaa2fb0f5d46024bd5b3886a9936f.jpg
FN,0.95068359,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c6e3013309b2886a04174ac60fdec668.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006333_score-0.9507_c6e3013309b2886a04174ac60fdec668.jpg
FN,0.67626953,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c7268dac542f642f19f2da8117850853.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006334_score-0.6763_c7268dac542f642f19f2da8117850853.jpg
FN,0.02947998,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c7a763659aa59e2cdcc0db2c6eae0a18.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006336_score-0.0295_c7a763659aa59e2cdcc0db2c6eae0a18.jpg
FN,0.96728516,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c7abcf1ca59d06de41aa979d4be89c77.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006337_score-0.9673_c7abcf1ca59d06de41aa979d4be89c77.jpg
FN,0.91943359,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c7e3cf80ef426607e0bff2973d58ff66.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006339_score-0.9194_c7e3cf80ef426607e0bff2973d58ff66.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c863b691bc1146883e86ac8392d224c1.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006344_score-0.9736_c863b691bc1146883e86ac8392d224c1.jpg
FN,0.96679688,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c8df06c0f2aa2945b5feef12df095a25.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006345_score-0.9668_c8df06c0f2aa2945b5feef12df095a25.jpg
FN,0.75488281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c90c8d756260a803e8a53cf8aed74606.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006347_score-0.7549_c90c8d756260a803e8a53cf8aed74606.jpg
FN,0.96875000,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c94a968c130e4a0f5883ada39173425b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006348_score-0.9688_c94a968c130e4a0f5883ada39173425b.jpg
FN,0.92382812,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c9f517bac710ce52e7585560c3ebc367.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006349_score-0.9238_c9f517bac710ce52e7585560c3ebc367.jpg
FN,0.96533203,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ca005abdd41dc4849a86bb822a1cd9ca.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006350_score-0.9653_ca005abdd41dc4849a86bb822a1cd9ca.jpg
FN,0.97265625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cab67a33683fa944949b6f2349d1cdb4.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006352_score-0.9727_cab67a33683fa944949b6f2349d1cdb4.jpg
FN,0.26464844,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cafb4204fff1e3a823eb7d33ccbc309b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006354_score-0.2646_cafb4204fff1e3a823eb7d33ccbc309b.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cb6a26e9b1e1a0cc086f750f502ace10.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006355_score-0.9736_cb6a26e9b1e1a0cc086f750f502ace10.jpg
FN,0.96728516,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cb7090c58693697800f941eea5632ce4.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006356_score-0.9673_cb7090c58693697800f941eea5632ce4.jpg
FN,0.96923828,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cc1b68134edbe9f38b8ba9a6040a7aaa.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006358_score-0.9692_cc1b68134edbe9f38b8ba9a6040a7aaa.jpg
FN,0.96972656,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cc2a5f7ee0a9229a9a307f09bc340dd1.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006359_score-0.9697_cc2a5f7ee0a9229a9a307f09bc340dd1.jpg
FN,0.97070312,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cc43c845611713c91d09d430735a4bd1.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006360_score-0.9707_cc43c845611713c91d09d430735a4bd1.jpg
FN,0.97070312,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cccf83a1a47cb967b639e5b112927787.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006362_score-0.9707_cccf83a1a47cb967b639e5b112927787.jpg
FN,0.96728516,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ccea8e793742faa640fa66da3cd53fb7.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006363_score-0.9673_ccea8e793742faa640fa66da3cd53fb7.jpg
FN,0.96582031,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cd084915f113e02db8b049bf4f7d0773.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006364_score-0.9658_cd084915f113e02db8b049bf4f7d0773.jpg
FN,0.97216797,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cd6f7e44945cb725a8fc2fcaffd3dc74.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006368_score-0.9722_cd6f7e44945cb725a8fc2fcaffd3dc74.jpg
FN,0.97167969,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cd83bd0cde27aa520be1ec589003c622.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006369_score-0.9717_cd83bd0cde27aa520be1ec589003c622.jpg
FN,0.96875000,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cdae1f5d5347c361582d3290f1a7cc32.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006370_score-0.9688_cdae1f5d5347c361582d3290f1a7cc32.jpg
FN,0.97119141,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cdd2b5404e88e964095f918258f1e1cf.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006371_score-0.9712_cdd2b5404e88e964095f918258f1e1cf.jpg
FN,0.97265625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cddb20bed758b287810f5cce31b971b7.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006372_score-0.9727_cddb20bed758b287810f5cce31b971b7.jpg
FN,0.97119141,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ce01fc070c3e3642cd8def82825a4cf9.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006373_score-0.9712_ce01fc070c3e3642cd8def82825a4cf9.jpg
FN,0.96875000,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ce14e31344bb0b4146926ecedda6b447.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006374_score-0.9688_ce14e31344bb0b4146926ecedda6b447.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ce6f87ad22b653aa7bdc1c8636a9800e.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006375_score-0.9736_ce6f87ad22b653aa7bdc1c8636a9800e.jpg
FN,0.84326172,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ce7a16733b6fc9a33e61648e8adb68ba.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006376_score-0.8433_ce7a16733b6fc9a33e61648e8adb68ba.jpg
FN,0.91015625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ce9abada7be25c701656446e8dd39eb5.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006377_score-0.9102_ce9abada7be25c701656446e8dd39eb5.jpg
FN,0.97167969,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cf0ef5bc701ba71bbb939960934d4192.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006379_score-0.9717_cf0ef5bc701ba71bbb939960934d4192.jpg
FN,0.97070312,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cf26157701cdd00bad82dfd3b9160a7d.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006380_score-0.9707_cf26157701cdd00bad82dfd3b9160a7d.jpg
FN,0.96582031,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cf5542a66e312c2be523a0f1586d39d9.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006381_score-0.9658_cf5542a66e312c2be523a0f1586d39d9.jpg
FN,0.96972656,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cf6ae3132a0075a1dfd326738433212d.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006382_score-0.9697_cf6ae3132a0075a1dfd326738433212d.jpg
FN,0.96533203,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cf900f78db17724b0eafd6421a8c2629.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006383_score-0.9653_cf900f78db17724b0eafd6421a8c2629.jpg
FN,0.92822266,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cfa6df9c68ee6845a447806de38ff1ac.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006384_score-0.9282_cfa6df9c68ee6845a447806de38ff1ac.jpg
FN,0.22741699,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cfcb48d130cc7d82b21d19f6da260d16.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006385_score-0.2274_cfcb48d130cc7d82b21d19f6da260d16.jpg
FN,0.22778320,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/cff421f164f8a6d3aa7991575754cbe5.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006386_score-0.2278_cff421f164f8a6d3aa7991575754cbe5.jpg
FN,0.81640625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d025a517ef5ae044e0d532ec0255ffd6.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006387_score-0.8164_d025a517ef5ae044e0d532ec0255ffd6.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d039a66978922b77fb004b0e4c083af4.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006390_score-0.9736_d039a66978922b77fb004b0e4c083af4.jpg
FN,0.80419922,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d0491a5bb56a3850386034ce07e17489.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006391_score-0.8042_d0491a5bb56a3850386034ce07e17489.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d057174463bd504123de79f1baff6e11.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006392_score-0.9736_d057174463bd504123de79f1baff6e11.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d0c097ce34dbae09105bf3ae57d3733a.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006395_score-0.9736_d0c097ce34dbae09105bf3ae57d3733a.jpg
FN,0.97167969,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d0eb0fa61224db59f772dc484ad218eb.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006396_score-0.9717_d0eb0fa61224db59f772dc484ad218eb.jpg
FN,0.96093750,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d0f3baad0e47c25c41c9927ba12e8405.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006397_score-0.9609_d0f3baad0e47c25c41c9927ba12e8405.jpg
FN,0.96777344,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d17d7b79dae375b87e54d1db3c292ccf.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006400_score-0.9678_d17d7b79dae375b87e54d1db3c292ccf.jpg
FN,0.02258301,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d18f4ad06df7c709692b3fa4af1adb3c.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006401_score-0.0226_d18f4ad06df7c709692b3fa4af1adb3c.jpg
FN,0.97167969,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/d18f588a030d5216f9a972090289571b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/006402_score-0.9717_d18f588a030d5216f9a972090289571b.jpg
